,Unnamed: 0,item,plural,classification,frequency_rank,recipient_id,DOsentence,PDsentence,DO_score,PD_score,diff
20,21,121,False,alternating,21,longIndefinite,Linda pushed a woman who was from work a plate.,Linda pushed a plate to a woman who was from work.,-10.084700089609374,-7.747870996359401,-2.336829093249973
21,22,121,False,alternating,21,shortIndefinite,John pushed a woman a plate.,John pushed a plate to a woman.,-7.546633839370848,-9.158704768249187,1.6120709288783388
22,23,123,True,alternating,23,longIndefinite,Linda flew a team from work some weapons.,Linda flew some weapons to a team from work.,-10.459592664882578,-10.50071110998835,0.041118445105771784
23,24,123,True,alternating,23,shortIndefinite,Bob flew a team some weapons.,Bob flew some weapons to a team.,-9.753260567458677,-9.85730901250836,0.10404844504968302
24,25,125,False,alternating,25,longIndefinite,Bob promised a woman who was wearing a hat a chance.,Bob promised a chance to a woman who was wearing a hat.,-10.326904139991164,-10.296059210829949,-0.030844929161215617
25,26,125,False,alternating,25,shortIndefinite,Michael promised a man a chance.,Michael promised a chance to a man.,-9.748669287061912,-9.868201478556271,0.11953219149435945
26,27,127,False,alternating,27,longIndefinite,John kicked a woman who was from work a football.,John kicked a football to a woman who was from work.,-8.13282905871564,-9.57996618997343,1.44713713125779
27,28,127,False,alternating,27,shortIndefinite,Michael kicked a woman a football.,Michael kicked a football to a woman.,-7.217253608966507,-9.325836109573,2.1085825006064933
28,29,129,False,alternating,29,longIndefinite,Alice granted a woman wearing a hat another chance.,Alice granted another chance to a woman wearing a hat.,-10.356383650213083,-10.610183136444059,0.25379948623097626
29,30,129,False,alternating,29,shortIndefinite,Linda granted a man another chance.,Linda granted another chance to a man.,-11.525824464093242,-10.894486921076094,-0.631337543017148
30,31,131,False,alternating,31,longIndefinite,Michael slipped a man from work a pill.,Michael slipped a pill to a man from work.,-10.16871658562846,-10.122291907748135,-0.04642467788032434
31,32,131,False,alternating,31,shortIndefinite,John slipped a woman a pill.,John slipped a pill to a woman.,-10.122219749747943,-9.962486038618547,-0.15973371112939638
32,33,133,False,alternating,33,longIndefinite,John quoted a man wearing a hat a sentence.,John quoted a sentence to a man wearing a hat.,-10.261762810552412,-10.634368032323524,0.37260522177111177
33,34,133,False,alternating,33,shortIndefinite,Michael quoted a woman a sentence.,Michael quoted a sentence to a woman.,-10.648543665171708,-10.395419914536559,-0.25312375063514914
34,35,135,False,alternating,35,longIndefinite,Linda owed a woman wearing a hat a job.,Linda owed a job to a woman wearing a hat.,-10.680579816564602,-10.605415866661927,-0.0751639499026755
35,36,135,False,alternating,35,shortIndefinite,Bob owed a woman a job.,Bob owed a job to a woman.,-10.198217779700231,-9.81416822137545,-0.38404955832478116
36,37,137,False,alternating,37,longIndefinite,Mary slid a man from work a note.,Mary slid a note to a man from work.,-8.702512367162678,-8.870239831745799,0.1677274645831215
37,38,137,False,alternating,37,shortIndefinite,Linda slid a woman a note.,Linda slid a note to a woman.,-10.364300449911758,-10.643049259331034,0.2787488094192767
38,39,139,False,alternating,39,longIndefinite,Mary assigned a woman who was from work a desk.,Mary assigned a desk to a woman who was from work.,-7.691909989400889,-8.281313827647864,0.5894038382469748
39,40,139,False,alternating,39,shortIndefinite,Michael assigned a woman a desk.,Michael assigned a desk to a woman.,-7.0591598850272135,-8.394473613802916,1.3353137287757022
40,41,141,False,alternating,41,longIndefinite,Alice guaranteed a man wearing a hat a spot.,Alice guaranteed a spot to a man wearing a hat.,-10.36036145569077,-9.140788957484183,-1.2195724982065865
41,42,141,False,alternating,41,shortIndefinite,John guaranteed a man a spot.,John guaranteed a spot to a man.,-9.41632421365373,-9.271193302990367,-0.14513091066336337
42,43,143,False,alternating,43,longIndefinite,John floated a woman who was wearing a hat a bottle.,John floated a bottle to a woman who was wearing a hat.,-10.040083471558948,-10.582227812519005,0.542144340960057
43,44,143,False,alternating,43,shortIndefinite,Michael floated a woman a bottle.,Michael floated a bottle to a woman.,-10.947529098570628,-10.711348740348887,-0.23618035822174122
44,45,145,False,alternating,45,longIndefinite,Maria pitched a woman who was from work a proposal.,Maria pitched a proposal to a woman who was from work.,-10.370584566850301,-10.390125602417609,0.019541035567307574
45,46,145,False,alternating,45,shortIndefinite,Bob pitched a man a proposal.,Bob pitched a proposal to a man.,-10.021093602798297,-10.126379353621122,0.10528575082282465
46,47,147,False,alternating,47,longIndefinite,Michael shipped a man who was wearing a hat a box.,Michael shipped a box to a man who was wearing a hat.,-8.885294077687844,-8.734936322390269,-0.15035775529757522
47,48,147,False,alternating,47,shortIndefinite,Michael shipped a man a box.,Michael shipped a box to a man.,-7.438433227558799,-8.29152553870808,0.8530923111492816
48,49,149,False,alternating,49,longIndefinite,John slammed a woman who was from work a fastball.,John slammed a fastball to a woman who was from work.,-7.791866530202892,-8.555426894376758,0.7635603641738662
49,50,149,False,alternating,49,shortIndefinite,Bob slammed a woman a fastball.,Bob slammed a fastball to a woman.,-7.650839060710171,-8.363567772436076,0.7127287117259051
50,51,151,False,alternating,51,longIndefinite,Alice signaled a woman from work a formation.,Alice signaled a formation to a woman from work.,-9.688333985065395,-9.14472385004796,-0.5436101350174347
51,52,151,False,alternating,51,shortIndefinite,Bob signaled a woman a formation.,Bob signaled a formation to a woman.,-8.086279664751471,-7.687249844962514,-0.39902981978895724
52,53,153,False,alternating,53,longIndefinite,Bob snuck a woman who was from work a cookie.,Bob snuck a cookie to a woman who was from work.,-8.627262868611567,-8.938411618254227,0.31114874964266015
53,54,153,False,alternating,53,shortIndefinite,Linda snuck a woman a cookie.,Linda snuck a cookie to a woman.,-8.196272997094514,-8.455143579445876,0.25887058235136173
54,55,155,False,alternating,55,longIndefinite,Linda shoved a man who was from work a letter.,Linda shoved a letter to a man who was from work.,-10.988314785642126,-11.184059615873933,0.19574483023180633
55,56,155,False,alternating,55,shortIndefinite,John shoved a woman a letter.,John shoved a letter to a woman.,-10.502562214928087,-10.789709372478136,0.2871471575500486
56,57,157,False,alternating,57,longIndefinite,Mary hauled a man who was wearing a hat a shipment.,Mary hauled a shipment to a man who was wearing a hat.,-9.009495141626578,-9.0957157826895,0.08622064106292093
57,58,157,False,alternating,57,shortIndefinite,Alice hauled a man a shipment.,Alice hauled a shipment to a man.,-11.145897775630527,-11.295242162941937,0.14934438731141064
58,59,159,False,alternating,59,longIndefinite,Bob willed a woman who was from work a painting.,Bob willed a painting to a woman who was from work.,-9.933938563392598,-10.185419608764446,0.25148104537184857
59,60,159,False,alternating,59,shortIndefinite,John willed a man a painting.,John willed a painting to a man.,-9.5529368200182,-9.639724198168773,0.08678737815057325
60,61,161,False,alternating,61,longIndefinite,Mary mailed a woman from work a note.,Mary mailed a note to a woman from work.,-8.738503101865124,-8.976532384524518,0.23802928265939371
61,62,161,False,alternating,61,shortIndefinite,Alice mailed a man a note.,Alice mailed a note to a man.,-10.795659883442779,-11.464607838619441,0.6689479551766624
62,63,163,False,alternating,63,longIndefinite,Maria phoned a man who was from work a request.,Maria phoned a request to a man who was from work.,-9.736768665589691,-10.051107885019738,0.31433921943004606
63,64,163,False,alternating,63,shortIndefinite,Maria phoned a woman a request.,Maria phoned a request to a woman.,-10.633945179382792,-9.84523097601011,-0.788714203372681
64,65,165,False,alternating,65,longIndefinite,John flung a woman wearing a hat an apple.,John flung an apple to a woman wearing a hat.,-7.749726712887348,-9.85953069537359,2.109803982486241
65,66,165,False,alternating,65,shortIndefinite,Linda flung a man an apple.,Linda flung an apple to a man.,-8.663776383303116,-9.507621583293254,0.8438451999901382
66,67,167,False,alternating,67,longIndefinite,Alice chucked a woman who was wearing a hat a bag.,Alice chucked a bag to a woman who was wearing a hat.,-10.72066300763147,-10.641169054587934,-0.07949395304353679
67,68,167,False,alternating,67,shortIndefinite,Juan chucked a woman a bag.,Juan chucked a bag to a woman.,-9.860653063039676,-9.847006335564387,-0.0136467274752885
68,69,169,False,alternating,69,longIndefinite,John repaid a woman from work some money.,John repaid some money to a woman from work.,-8.537720105708157,-9.213156694010586,0.6754365883024285
69,70,169,False,alternating,69,shortIndefinite,Maria repaid a woman some money.,Maria repaid some money to a woman.,-10.087367822078518,-10.246592083435724,0.15922426135720613
70,71,171,False,alternating,71,longIndefinite,Alice wheeled a man wearing a hat some fruit.,Alice wheeled some fruit to a man wearing a hat.,-10.857097353885754,-9.551223563813341,-1.3058737900724129
71,72,171,False,alternating,71,shortIndefinite,Mary wheeled a man some fruit.,Mary wheeled some fruit to a man.,-8.698937503421554,-8.507091159231287,-0.19184634419026736
72,73,173,False,alternating,73,longIndefinite,John hurled a woman from work a ball.,John hurled a ball to a woman from work.,-9.85140232010655,-10.132546774705913,0.28114445459936377
73,74,173,False,alternating,73,shortIndefinite,Linda hurled a man a ball.,Linda hurled a ball to a man.,-10.448663140568629,-11.006154239397768,0.5574910988291393
74,75,175,False,alternating,75,longIndefinite,Bob faxed a woman who was from work a form.,Bob faxed a form to a woman who was from work.,-10.451206172260939,-9.544205959282856,-0.9070002129780832
75,76,175,False,alternating,75,shortIndefinite,John faxed a woman a form.,John faxed a form to a woman.,-8.899254553727783,-9.420719989446031,0.5214654357182482
76,77,177,False,alternating,77,longIndefinite,Michael telephoned a man from work some news.,Michael telephoned some news to a man from work.,-10.043141535207269,-9.396805712622243,-0.6463358225850264
77,78,177,False,alternating,77,shortIndefinite,Maria telephoned a man some news.,Maria telephoned some news to a man.,-9.12827079365972,-9.414673626438653,0.28640283277893275
78,79,179,False,alternating,79,longIndefinite,John heaved a man who was wearing a hat a ball.,John heaved a ball to a man who was wearing a hat.,-10.377288350935673,-10.481330272121378,0.10404192118570421
79,80,179,False,alternating,79,shortIndefinite,Mary heaved a man a ball.,Mary heaved a ball to a man.,-8.734144940568022,-8.895047157663313,0.16090221709529118
80,81,181,False,alternating,81,longIndefinite,Mary slung a man who was wearing a hat a glance.,Mary slung a glance to a man who was wearing a hat.,-8.916795948957784,-9.062857829165054,0.14606188020727018
81,82,181,False,alternating,81,shortIndefinite,Bob slung a man a glance.,Bob slung a glance to a man.,-9.77071446246156,-10.401074879583296,0.6303604171217358
82,83,183,False,alternating,83,longIndefinite,Linda loaned a man from work some equipment.,Linda loaned some equipment to a man from work.,-9.389825335670231,-9.254790036339989,-0.1350352993302426
83,84,183,False,alternating,83,shortIndefinite,John loaned a man some equipment.,John loaned some equipment to a man.,-10.426360256681614,-9.9941269093121,-0.4322333473695128
84,85,185,False,alternating,85,longIndefinite,Alice ceded a woman wearing a hat a case.,Alice ceded a case to a woman wearing a hat.,-10.529539213562959,-10.875191108949881,0.3456518953869221
85,86,185,False,alternating,85,shortIndefinite,Michael ceded a man a case.,Michael ceded a case to a man.,-10.27443621859764,-10.13864607012649,-0.13579014847114834
86,87,187,False,alternating,87,longIndefinite,Mary lugged a woman from work some groceries.,Mary lugged some groceries to a woman from work.,-8.861285465549964,-8.74583552646392,-0.1154499390860444
87,88,187,False,alternating,87,shortIndefinite,Mary lugged a woman some groceries.,Mary lugged some groceries to a woman.,-8.726911745291197,-8.631220673466693,-0.09569107182450409
88,89,189,True,alternating,89,longIndefinite,Linda bused a team from work some instruments.,Linda bused some instruments to a team from work.,-11.035397613084198,-10.436997858652479,-0.5983997544317194
89,90,189,True,alternating,89,shortIndefinite,Mary bused a team some instruments.,Mary bused some instruments to a team.,-8.807095916360087,-8.752512312051026,-0.05458360430906062
90,91,191,True,alternating,91,longIndefinite,Bob carted a team from work some books.,Bob carted some books to a team from work.,-10.445863334971493,-10.185988307435188,-0.25987502753630487
91,92,191,True,alternating,91,shortIndefinite,Maria carted a team some books.,Maria carted some books to a team.,-10.534670572171315,-10.487982562705744,-0.046688009465571056
92,93,193,False,alternating,93,longIndefinite,Maria punted a woman who was wearing a hat a ball.,Maria punted a ball to a woman who was wearing a hat.,-10.320915686000538,-10.525319438690198,0.20440375268966093
93,94,193,False,alternating,93,shortIndefinite,John punted a woman a ball.,John punted a ball to a woman.,-9.415362618590542,-10.406830358474933,0.9914677398843903
94,95,195,False,alternating,95,longIndefinite,John bequeathed a man wearing a hat a portrait.,John bequeathed a portrait to a man wearing a hat.,-10.213355182358514,-10.300133390606364,0.08677820824784988
95,96,195,False,alternating,95,shortIndefinite,Linda bequeathed a man a portrait.,Linda bequeathed a portrait to a man.,-9.581802972093222,-9.79250283372442,0.21069986163119836
96,97,197,False,alternating,97,longIndefinite,Alice cabled a man from work some directions.,Alice cabled some directions to a man from work.,-9.720726893964239,-10.023751255083685,0.3030243611194461
97,98,197,False,alternating,97,shortIndefinite,Bob cabled a man some directions.,Bob cabled some directions to a man.,-9.756803734521762,-9.461555109213649,-0.2952486253081137
98,99,199,False,alternating,99,longIndefinite,Michael catapulted a man who was wearing a hat a container.,Michael catapulted a container to a man who was wearing a hat.,-10.56913703168456,-9.107032952936041,-1.4621040787485189
99,100,199,False,alternating,99,shortIndefinite,Alice catapulted a woman a container.,Alice catapulted a container to a woman.,-8.654340552556285,-8.25192093687332,-0.40241961568296425
100,101,1,False,non-alternating,1,longIndefinite,John said a woman from work a word.,John said a word to a woman from work.,-9.803290026844103,-10.613615271312085,0.8103252444679825
101,102,1,False,non-alternating,1,shortIndefinite,Michael said a man a word.,Michael said a word to a man.,-10.665084797753687,-10.731703531295555,0.06661873354186731
102,103,3,False,non-alternating,3,longIndefinite,Michael reported a man who was from work some numbers.,Michael reported some numbers to a man who was from work.,-10.119839123414362,-10.296313391931708,0.17647426851734593
103,104,3,False,non-alternating,3,shortIndefinite,John reported a woman some numbers.,John reported some numbers to a woman.,-10.285732810310655,-10.539004925159231,0.2532721148485759
104,105,5,False,non-alternating,5,longIndefinite,Alice raised a man from work a bucket.,Alice raised a bucket to a man from work.,-8.645370558230223,-10.541244045350883,1.8958734871206602
105,106,5,False,non-alternating,5,shortIndefinite,Maria raised a man a bucket.,Maria raised a bucket to a man.,-9.76487380151405,-10.048111752528232,0.2832379510141827
106,107,7,False,non-alternating,7,longIndefinite,Mary described a man wearing a hat a headline.,Mary described a headline to a man wearing a hat.,-8.910225606378546,-8.880750976119705,-0.029474630258841117
107,108,7,False,non-alternating,7,shortIndefinite,Alice described a woman a headline.,Alice described a headline to a woman.,-10.814775907254656,-10.395867053011397,-0.4189088542432593
108,109,9,False,non-alternating,9,longIndefinite,Mary stated a woman wearing a hat an idea.,Mary stated an idea to a woman wearing a hat.,-6.986933863756257,-8.689929910147036,1.702996046390779
109,110,9,False,non-alternating,9,shortIndefinite,Bob stated a woman an idea.,Bob stated an idea to a woman.,-8.151067356832101,-9.194339097799343,1.043271740967242
110,111,11,False,non-alternating,11,longIndefinite,Juan presented a woman from work a painting.,Juan presented a painting to a woman from work.,-8.831331769848976,-9.510186436888512,0.6788546670395359
111,112,11,False,non-alternating,11,shortIndefinite,Alice presented a man a painting.,Alice presented a painting to a man.,-9.635798295247554,-10.199582722820844,0.5637844275732906
112,113,13,False,non-alternating,13,longIndefinite,Bob addressed a man wearing a hat a message.,Bob addressed a message to a man wearing a hat.,-9.764600278217078,-9.987297968166972,0.2226976899498947
113,114,13,False,non-alternating,13,shortIndefinite,Alice addressed a woman a message.,Alice addressed a message to a woman.,-10.467940925472872,-9.56332225567127,-0.9046186698016019
114,115,15,False,non-alternating,15,longIndefinite,Alice admitted a man who was wearing a hat a slip-up.,Alice admitted a slip-up to a man who was wearing a hat.,-9.087175459556446,-10.660549991171838,1.573374531615391
115,116,15,False,non-alternating,15,shortIndefinite,Alice admitted a woman a slip-up.,Alice admitted a slip-up to a woman.,-10.490825172205444,-10.623819896959954,0.13299472475451068
116,117,17,False,non-alternating,17,longIndefinite,Bob announced a woman who was from work some new results.,Bob announced some new results to a woman who was from work.,-10.030709839342228,-8.689303692100632,-1.341406147241596
117,118,17,False,non-alternating,17,shortIndefinite,Maria announced a man some new results.,Maria announced some new results to a man.,-9.977410398321922,-8.082286758014554,-1.895123640307368
118,119,19,False,non-alternating,19,longIndefinite,Juan expressed a man who was wearing a hat a thought.,Juan expressed a thought to a man who was wearing a hat.,-9.81678071461532,-9.663223209037891,-0.1535575055774281
119,120,19,False,non-alternating,19,shortIndefinite,Michael expressed a woman a thought.,Michael expressed a thought to a woman.,-10.257951343315511,-10.037115910954164,-0.22083543236134773
120,121,21,False,non-alternating,21,longIndefinite,Michael contributed a woman who was from work some food.,Michael contributed some food to a woman who was from work.,-9.847269637775621,-10.332134380127945,0.4848647423523236
121,122,21,False,non-alternating,21,shortIndefinite,Maria contributed a man some food.,Maria contributed some food to a man.,-9.91447791650677,-10.479190867853971,0.5647129513472002
122,123,23,False,non-alternating,23,longIndefinite,Bob recommended a woman wearing a hat a band.,Bob recommended a band to a woman wearing a hat.,-9.981319457135632,-10.256617484133033,0.275298026997401
123,124,23,False,non-alternating,23,shortIndefinite,Maria recommended a woman a band.,Maria recommended a band to a woman.,-10.096584305292541,-9.874555472126449,-0.22202883316609245
124,125,25,False,non-alternating,25,longIndefinite,Michael repeated a man wearing a hat some words.,Michael repeated some words to a man wearing a hat.,-9.702669379180563,-9.979532924116459,0.27686354493589604
125,126,25,False,non-alternating,25,shortIndefinite,Alice repeated a woman some words.,Alice repeated some words to a woman.,-9.946730028692222,-10.126654180053894,0.1799241513616714
126,127,27,False,non-alternating,27,longIndefinite,John proposed a woman from work an idea.,John proposed an idea to a woman from work.,-8.195352552323936,-9.769232535407696,1.57387998308376
127,128,27,False,non-alternating,27,shortIndefinite,Mary proposed a man an idea.,Mary proposed an idea to a man.,-8.247757691386472,-8.530992371373447,0.2832346799869754
128,129,29,False,non-alternating,29,longIndefinite,Michael displayed a man wearing a hat a photograph.,Michael displayed a photograph to a man wearing a hat.,-10.250932225313424,-10.636944020623353,0.3860117953099298
129,130,29,False,non-alternating,29,shortIndefinite,Juan displayed a man a photograph.,Juan displayed a photograph to a man.,-9.59484071542187,-9.742954979652964,0.14811426423109353
130,131,31,False,non-alternating,31,longIndefinite,Maria shouted a woman wearing a hat a name.,Maria shouted a name to a woman wearing a hat.,-10.736987545955628,-11.222952728337862,0.48596518238223396
131,132,31,False,non-alternating,31,shortIndefinite,Linda shouted a man a name.,Linda shouted a name to a man.,-10.115317954857728,-11.524014124851588,1.4086961699938598
132,133,33,False,non-alternating,33,longIndefinite,John yelled a woman from work some directions.,John yelled some directions to a woman from work.,-10.410336391461001,-10.591865938230347,0.18152954676934563
133,134,33,False,non-alternating,33,shortIndefinite,Maria yelled a man some directions.,Maria yelled some directions to a man.,-9.927284313067913,-10.616275910679024,0.6889915976111105
134,135,35,False,non-alternating,35,longIndefinite,Linda communicated a woman from work a point.,Linda communicated a point to a woman from work.,-10.257954604368445,-8.214335874454358,-2.043618729914087
135,136,35,False,non-alternating,35,shortIndefinite,Juan communicated a man a point.,Juan communicated a point to a man.,-9.395831496041849,-8.592680459148728,-0.8031510368931212
136,137,37,False,non-alternating,37,longIndefinite,John restored a woman who was wearing a hat some money.,John restored some money to a woman who was wearing a hat.,-8.702149100954005,-9.32191849872094,0.6197693977669356
137,138,37,False,non-alternating,37,shortIndefinite,Bob restored a man some money.,Bob restored some money to a man.,-7.931468186656724,-9.036865646680884,1.10539746002416
138,139,39,False,non-alternating,39,longIndefinite,John snapped a man who was wearing a hat a comment.,John snapped a comment to a man who was wearing a hat.,-10.46434626718166,-10.488875739291768,0.02452947211010681
139,140,39,False,non-alternating,39,shortIndefinite,Michael snapped a man a comment.,Michael snapped a comment to a man.,-10.046983854004505,-10.354175783916876,0.30719192991237065
140,141,41,True,non-alternating,41,longIndefinite,John distributed a team from work some books.,John distributed some books to a team from work.,-10.28558388098999,-10.387627720098765,0.10204383910877546
141,142,41,True,non-alternating,41,shortIndefinite,Linda distributed a team some books.,Linda distributed some books to a team.,-10.00865815637287,-9.962498092328264,-0.046160064044606486
142,143,43,True,non-alternating,43,longIndefinite,Mary donated a team from work a painting.,Mary donated a painting to a team from work.,-8.756895183427714,-8.892937749263925,0.13604256583621144
143,144,43,True,non-alternating,43,shortIndefinite,Bob donated a team a painting.,Bob donated a painting to a team.,-9.906016639656148,-10.39987618667729,0.49385954702114176
144,145,45,False,non-alternating,45,longIndefinite,Mary administered a woman who was wearing a hat an antidote.,Mary administered an antidote to a woman who was wearing a hat.,-6.341498124401851,-8.561117224478512,2.2196191000766605
145,146,45,False,non-alternating,45,shortIndefinite,Bob administered a woman an antidote.,Bob administered an antidote to a woman.,-8.460548573235869,-8.79886644567279,0.3383178724369209
146,147,47,False,non-alternating,47,longIndefinite,Juan conveyed a man from work a thought.,Juan conveyed a thought to a man from work.,-9.389793043695477,-9.739183206590868,0.34939016289539104
147,148,47,False,non-alternating,47,shortIndefinite,Alice conveyed a man a thought.,Alice conveyed a thought to a man.,-10.378471750343822,-10.217560920764022,-0.16091082957979985
148,149,49,False,non-alternating,49,longIndefinite,Juan blabbed a man who was wearing a hat some information.,Juan blabbed some information to a man who was wearing a hat.,-9.905206282229795,-9.826665224911547,-0.07854105731824745
149,150,49,False,non-alternating,49,shortIndefinite,Michael blabbed a woman some information.,Michael blabbed some information to a woman.,-10.609935498922148,-10.069093186108677,-0.5408423128134707
150,151,51,False,non-alternating,51,longIndefinite,Maria surrendered a woman wearing a hat some guns.,Maria surrendered some guns to a woman wearing a hat.,-10.9171981514195,-11.13409903781851,0.21690088639901006
151,152,51,False,non-alternating,51,shortIndefinite,John surrendered a woman some guns.,John surrendered some guns to a woman.,-10.41460273552817,-10.627185830852044,0.21258309532387365
152,153,53,False,non-alternating,53,longIndefinite,Bob articulated a woman from work a rule.,Bob articulated a rule to a woman from work.,-9.979852375570982,-10.087849739074105,0.10799736350312372
153,154,53,False,non-alternating,53,shortIndefinite,Bob articulated a man a rule.,Bob articulated a rule to a man.,-10.546653418107637,-10.065154532797969,-0.48149888530966756
154,155,55,False,non-alternating,55,longIndefinite,Linda groaned a man wearing a hat a reply.,Linda groaned a reply to a man wearing a hat.,-10.045131794252061,-10.749472813611657,0.704341019359596
155,156,55,False,non-alternating,55,shortIndefinite,Alice groaned a man a reply.,Alice groaned a reply to a man.,-11.1062306861727,-10.83109293734634,-0.27513774882636
156,157,57,False,non-alternating,57,longIndefinite,Michael roared a woman who was from work an order.,Michael roared an order to a woman who was from work.,-9.511154288795561,-9.20495074032511,-0.3062035484704513
157,158,57,False,non-alternating,57,shortIndefinite,Mary roared a woman an order.,Mary roared an order to a woman.,-7.511351365000283,-8.133254951974113,0.6219035869738301
158,159,59,False,non-alternating,59,longIndefinite,Maria recounted a woman from work some information.,Maria recounted some information to a woman from work.,-9.89193216359319,-10.698698815672456,0.8067666520792667
159,160,59,False,non-alternating,59,shortIndefinite,Michael recounted a man some information.,Michael recounted some information to a man.,-9.858798504283925,-10.25518580673323,0.3963873024493054
160,161,61,False,non-alternating,61,longIndefinite,Mary denounced a man from work a law.,Mary denounced a law to a man from work.,-8.73197546294898,-8.959145583646475,0.22717012069749387
161,162,61,False,non-alternating,61,shortIndefinite,Mary denounced a man a law.,Mary denounced a law to a man.,-8.740650490869399,-8.82101618342972,0.08036569256032067
162,163,63,False,non-alternating,63,longIndefinite,Alice murmured a woman from work a comment.,Alice murmured a comment to a woman from work.,-10.36044119613527,-11.794569318624937,1.4341281224896676
163,164,63,False,non-alternating,63,shortIndefinite,Mary murmured a woman a comment.,Mary murmured a comment to a woman.,-8.858198335517127,-8.987252936679159,0.12905460116203216
164,165,65,False,non-alternating,65,longIndefinite,Michael moaned a man wearing a hat a plea.,Michael moaned a plea to a man wearing a hat.,-10.87191920711982,-10.541176542109406,-0.3307426650104137
165,166,65,False,non-alternating,65,shortIndefinite,Michael moaned a man a plea.,Michael moaned a plea to a man.,-10.740503249687775,-10.399266426287848,-0.34123682339992634
166,167,67,True,non-alternating,67,longIndefinite,Alice dispatched a team from work some meals.,Alice dispatched some meals to a team from work.,-10.6162149639488,-11.352154315885992,0.7359393519371924
167,168,67,True,non-alternating,67,shortIndefinite,Linda dispatched a team some meals.,Linda dispatched some meals to a team.,-10.557171742870471,-11.173596723231887,0.6164249803614155
168,169,69,False,non-alternating,69,longIndefinite,Maria mumbled a man from work some news.,Maria mumbled some news to a man from work.,-10.683592687000873,-10.768490953382543,0.08489826638166953
169,170,69,False,non-alternating,69,shortIndefinite,John mumbled a man some news.,John mumbled some news to a man.,-9.938535257329427,-10.684391354077565,0.7458560967481382
170,171,71,True,non-alternating,71,longIndefinite,Mary furnished a team from work some forms.,Mary furnished some forms to a team from work.,-8.804091007733055,-8.56800088478014,-0.23609012295291443
