,Unnamed: 0,item,plural,classification,frequency_rank,recipient_id,DOsentence,PDsentence,DO_score,PD_score,diff
77,78,177,False,alternating,77,shortIndefinite,Maria telephoned a man some news.,Maria telephoned some news to a man.,-6.9217911147154165,-7.017434956121105,0.09564384140568816
78,79,179,False,alternating,79,longIndefinite,John heaved a man who was wearing a hat a ball.,John heaved a ball to a man who was wearing a hat.,-8.54259323006207,-8.240995874338786,-0.3015973557232847
79,80,179,False,alternating,79,shortIndefinite,Mary heaved a man a ball.,Mary heaved a ball to a man.,-7.933176232358037,-9.135541815865524,1.2023655835074871
80,81,181,False,alternating,81,longIndefinite,Mary slung a man who was wearing a hat a glance.,Mary slung a glance to a man who was wearing a hat.,-9.575121126261791,-9.664417864591618,0.08929673832982665
81,82,181,False,alternating,81,shortIndefinite,Bob slung a man a glance.,Bob slung a glance to a man.,-9.633216149078608,-9.932477200879227,0.29926105180061846
82,83,183,False,alternating,83,longIndefinite,Linda loaned a man from work some equipment.,Linda loaned some equipment to a man from work.,-8.673904543106865,-8.541751296758088,-0.13215324634877668
83,84,183,False,alternating,83,shortIndefinite,John loaned a man some equipment.,John loaned some equipment to a man.,-7.9532828024598015,-8.041426375244644,0.0881435727848423
84,85,185,False,alternating,85,longIndefinite,Alice ceded a woman wearing a hat a case.,Alice ceded a case to a woman wearing a hat.,-9.059124795012892,-9.886135227828218,0.8270104328153263
85,86,185,False,alternating,85,shortIndefinite,Michael ceded a man a case.,Michael ceded a case to a man.,-10.025512089938065,-10.90787310075825,0.8823610108201851
86,87,187,False,alternating,87,longIndefinite,Mary lugged a woman from work some groceries.,Mary lugged some groceries to a woman from work.,-10.141753118258043,-9.706504683592415,-0.43524843466562757
87,88,187,False,alternating,87,shortIndefinite,Mary lugged a woman some groceries.,Mary lugged some groceries to a woman.,-9.97033847241332,-9.62518545495104,-0.34515301746228033
88,89,189,True,alternating,89,longIndefinite,Linda bused a team from work some instruments.,Linda bused some instruments to a team from work.,-9.30998689442181,-9.320112711797291,0.01012581737548146
89,90,189,True,alternating,89,shortIndefinite,Mary bused a team some instruments.,Mary bused some instruments to a team.,-9.244805430584378,-9.234085357956094,-0.010720072628284782
90,91,191,True,alternating,91,longIndefinite,Bob carted a team from work some books.,Bob carted some books to a team from work.,-9.756711006067448,-9.605447693905429,-0.15126331216201905
91,92,191,True,alternating,91,shortIndefinite,Maria carted a team some books.,Maria carted some books to a team.,-9.329304398520566,-10.015026202346109,0.6857218038255422
92,93,193,False,alternating,93,longIndefinite,Maria punted a woman who was wearing a hat a ball.,Maria punted a ball to a woman who was wearing a hat.,-10.60952052822038,-9.15439743280075,-1.45512309541963
93,94,193,False,alternating,93,shortIndefinite,John punted a woman a ball.,John punted a ball to a woman.,-7.915812350326004,-8.251568880214739,0.3357565298887355
94,95,195,False,alternating,95,longIndefinite,John bequeathed a man wearing a hat a portrait.,John bequeathed a portrait to a man wearing a hat.,-8.527265059326568,-8.60604739758852,0.07878233826195213
95,96,195,False,alternating,95,shortIndefinite,Linda bequeathed a man a portrait.,Linda bequeathed a portrait to a man.,-9.401519911658172,-10.024566195232495,0.6230462835743236
96,97,197,False,alternating,97,longIndefinite,Alice cabled a man from work some directions.,Alice cabled some directions to a man from work.,-10.390702696639927,-9.250019846055514,-1.1406828505844135
97,98,197,False,alternating,97,shortIndefinite,Bob cabled a man some directions.,Bob cabled some directions to a man.,-10.175430970444326,-9.34978013296853,-0.8256508374757967
98,99,199,False,alternating,99,longIndefinite,Michael catapulted a man who was wearing a hat a container.,Michael catapulted a container to a man who was wearing a hat.,-9.852546465856477,-8.26174896770576,-1.5907974981507174
99,100,199,False,alternating,99,shortIndefinite,Alice catapulted a woman a container.,Alice catapulted a container to a woman.,-9.088488164876612,-8.979931104588943,-0.10855706028766932
100,101,1,False,non-alternating,1,longIndefinite,John said a woman from work a word.,John said a word to a woman from work.,-8.377773019302168,-8.499368497366598,0.12159547806442994
101,102,1,False,non-alternating,1,shortIndefinite,Michael said a man a word.,Michael said a word to a man.,-10.450927841877972,-11.228429857060044,0.7775020151820726
102,103,3,False,non-alternating,3,longIndefinite,Michael reported a man who was from work some numbers.,Michael reported some numbers to a man who was from work.,-9.854911711064128,-9.541384643517146,-0.3135270675469819
103,104,3,False,non-alternating,3,shortIndefinite,John reported a woman some numbers.,John reported some numbers to a woman.,-8.345417630964674,-8.387532131474142,0.0421145005094683
104,105,5,False,non-alternating,5,longIndefinite,Alice raised a man from work a bucket.,Alice raised a bucket to a man from work.,-10.058708210439637,-10.623153116776473,0.5644449063368366
105,106,5,False,non-alternating,5,shortIndefinite,Maria raised a man a bucket.,Maria raised a bucket to a man.,-8.65358709813528,-10.219787847927389,1.5662007497921095
106,107,7,False,non-alternating,7,longIndefinite,Mary described a man wearing a hat a headline.,Mary described a headline to a man wearing a hat.,-9.360953105046715,-8.728385739147797,-0.6325673658989182
107,108,7,False,non-alternating,7,shortIndefinite,Alice described a woman a headline.,Alice described a headline to a woman.,-9.206157230747506,-8.479679886576834,-0.7264773441706716
108,109,9,False,non-alternating,9,longIndefinite,Mary stated a woman wearing a hat an idea.,Mary stated an idea to a woman wearing a hat.,-8.695802205217504,-8.8172457637171,0.1214435584995961
109,110,9,False,non-alternating,9,shortIndefinite,Bob stated a woman an idea.,Bob stated an idea to a woman.,-7.116936634614494,-8.324311191898946,1.207374557284452
110,111,11,False,non-alternating,11,longIndefinite,Juan presented a woman from work a painting.,Juan presented a painting to a woman from work.,-8.558223163339589,-9.596442376096348,1.0382192127567595
111,112,11,False,non-alternating,11,shortIndefinite,Alice presented a man a painting.,Alice presented a painting to a man.,-9.781678086848709,-10.348507048213854,0.5668289613651449
112,113,13,False,non-alternating,13,longIndefinite,Bob addressed a man wearing a hat a message.,Bob addressed a message to a man wearing a hat.,-8.67234959730361,-9.003093220798597,0.3307436234949872
113,114,13,False,non-alternating,13,shortIndefinite,Alice addressed a woman a message.,Alice addressed a message to a woman.,-9.018376733246527,-9.816516507767986,0.7981397745214593
114,115,15,False,non-alternating,15,longIndefinite,Alice admitted a man who was wearing a hat a slip-up.,Alice admitted a slip-up to a man who was wearing a hat.,-10.35131574584818,-9.853456756475403,-0.4978589893727765
115,116,15,False,non-alternating,15,shortIndefinite,Alice admitted a woman a slip-up.,Alice admitted a slip-up to a woman.,-11.559938719668898,-10.0385523836513,-1.5213863360175974
116,117,17,False,non-alternating,17,longIndefinite,Bob announced a woman who was from work some new results.,Bob announced some new results to a woman who was from work.,-9.473660249072045,-9.276374719609986,-0.19728552946205902
117,118,17,False,non-alternating,17,shortIndefinite,Maria announced a man some new results.,Maria announced some new results to a man.,-10.612093614657436,-9.280200279652671,-1.3318933350047644
118,119,19,False,non-alternating,19,longIndefinite,Juan expressed a man who was wearing a hat a thought.,Juan expressed a thought to a man who was wearing a hat.,-9.541240673053546,-9.291925796358921,-0.2493148766946245
119,120,19,False,non-alternating,19,shortIndefinite,Michael expressed a woman a thought.,Michael expressed a thought to a woman.,-11.378869872198198,-10.426079463084632,-0.9527904091135664
120,121,21,False,non-alternating,21,longIndefinite,Michael contributed a woman who was from work some food.,Michael contributed some food to a woman who was from work.,-10.450042863426924,-10.414287566917867,-0.03575529650905729
121,122,21,False,non-alternating,21,shortIndefinite,Maria contributed a man some food.,Maria contributed some food to a man.,-11.033935488845067,-10.248147278097772,-0.7857882107472953
122,123,23,False,non-alternating,23,longIndefinite,Bob recommended a woman wearing a hat a band.,Bob recommended a band to a woman wearing a hat.,-8.339917708449729,-9.078244727769752,0.7383270193200229
123,124,23,False,non-alternating,23,shortIndefinite,Maria recommended a woman a band.,Maria recommended a band to a woman.,-10.062113411099222,-9.894652631793825,-0.16746077930539727
124,125,25,False,non-alternating,25,longIndefinite,Michael repeated a man wearing a hat some words.,Michael repeated some words to a man wearing a hat.,-9.740415221978918,-9.183179847018545,-0.5572353749603725
125,126,25,False,non-alternating,25,shortIndefinite,Alice repeated a woman some words.,Alice repeated some words to a woman.,-9.470625231962423,-9.534545205780802,0.0639199738183791
126,127,27,False,non-alternating,27,longIndefinite,John proposed a woman from work an idea.,John proposed an idea to a woman from work.,-7.867442080441314,-8.203161015362912,0.33571893492159877
127,128,27,False,non-alternating,27,shortIndefinite,Mary proposed a man an idea.,Mary proposed an idea to a man.,-8.85554261272763,-9.260434734559329,0.40489212183169876
128,129,29,False,non-alternating,29,longIndefinite,Michael displayed a man wearing a hat a photograph.,Michael displayed a photograph to a man wearing a hat.,-9.621384049029654,-9.820475887095043,0.19909183806538877
129,130,29,False,non-alternating,29,shortIndefinite,Juan displayed a man a photograph.,Juan displayed a photograph to a man.,-8.910525155849195,-9.736402893407675,0.8258777375584803
130,131,31,False,non-alternating,31,longIndefinite,Maria shouted a woman wearing a hat a name.,Maria shouted a name to a woman wearing a hat.,-10.370724392278897,-10.35298861252873,-0.017735779750166714
131,132,31,False,non-alternating,31,shortIndefinite,Linda shouted a man a name.,Linda shouted a name to a man.,-10.932084246544695,-11.329984599774154,0.39790035322945805
132,133,33,False,non-alternating,33,longIndefinite,John yelled a woman from work some directions.,John yelled some directions to a woman from work.,-8.506425465542486,-8.482419371550233,-0.024006093992253952
133,134,33,False,non-alternating,33,shortIndefinite,Maria yelled a man some directions.,Maria yelled some directions to a man.,-11.376625992443438,-9.587544612510339,-1.7890813799330996
134,135,35,False,non-alternating,35,longIndefinite,Linda communicated a woman from work a point.,Linda communicated a point to a woman from work.,-10.273699634778884,-9.15976654129723,-1.1139330934816538
135,136,35,False,non-alternating,35,shortIndefinite,Juan communicated a man a point.,Juan communicated a point to a man.,-9.809599829507569,-9.091432929295333,-0.7181669002122355
136,137,37,False,non-alternating,37,longIndefinite,John restored a woman who was wearing a hat some money.,John restored some money to a woman who was wearing a hat.,-8.39746584592106,-8.61968540077359,0.22221955485253098
137,138,37,False,non-alternating,37,shortIndefinite,Bob restored a man some money.,Bob restored some money to a man.,-9.741977012054551,-10.081870356782558,0.33989334472800614
138,139,39,False,non-alternating,39,longIndefinite,John snapped a man who was wearing a hat a comment.,John snapped a comment to a man who was wearing a hat.,-8.685559134539966,-8.683149580355009,-0.0024095541849575852
139,140,39,False,non-alternating,39,shortIndefinite,Michael snapped a man a comment.,Michael snapped a comment to a man.,-12.184508507637727,-12.13842621375772,-0.04608229388000673
140,141,41,True,non-alternating,41,longIndefinite,John distributed a team from work some books.,John distributed some books to a team from work.,-7.586377052934339,-7.683097232415675,0.09672017948133593
141,142,41,True,non-alternating,41,shortIndefinite,Linda distributed a team some books.,Linda distributed some books to a team.,-9.47947844161286,-9.512861636551122,0.033383194938261695
142,143,43,True,non-alternating,43,longIndefinite,Mary donated a team from work a painting.,Mary donated a painting to a team from work.,-8.985463060559358,-9.812785599444702,0.827322538885344
143,144,43,True,non-alternating,43,shortIndefinite,Bob donated a team a painting.,Bob donated a painting to a team.,-9.611837070668068,-9.501989335056493,-0.10984773561157546
144,145,45,False,non-alternating,45,longIndefinite,Mary administered a woman who was wearing a hat an antidote.,Mary administered an antidote to a woman who was wearing a hat.,-9.603673647828842,-8.686198418104885,-0.9174752297239568
145,146,45,False,non-alternating,45,shortIndefinite,Bob administered a woman an antidote.,Bob administered an antidote to a woman.,-9.047933336372715,-8.685427821394246,-0.3625055149784693
146,147,47,False,non-alternating,47,longIndefinite,Juan conveyed a man from work a thought.,Juan conveyed a thought to a man from work.,-9.637087380248815,-9.707202116757351,0.07011473650853617
147,148,47,False,non-alternating,47,shortIndefinite,Alice conveyed a man a thought.,Alice conveyed a thought to a man.,-10.06585232416667,-10.642921682218532,0.5770693580518618
148,149,49,False,non-alternating,49,longIndefinite,Juan blabbed a man who was wearing a hat some information.,Juan blabbed some information to a man who was wearing a hat.,-9.450962343562848,-9.333451747275557,-0.11751059628729088
149,150,49,False,non-alternating,49,shortIndefinite,Michael blabbed a woman some information.,Michael blabbed some information to a woman.,-10.694091317840229,-10.2162851551647,-0.4778061626755292
150,151,51,False,non-alternating,51,longIndefinite,Maria surrendered a woman wearing a hat some guns.,Maria surrendered some guns to a woman wearing a hat.,-10.594579505235865,-10.864676165853314,0.2700966606174493
151,152,51,False,non-alternating,51,shortIndefinite,John surrendered a woman some guns.,John surrendered some guns to a woman.,-8.417567132617494,-8.526171990326072,0.10860485770857764
152,153,53,False,non-alternating,53,longIndefinite,Bob articulated a woman from work a rule.,Bob articulated a rule to a woman from work.,-10.192844283703664,-9.960276534444928,-0.23256774925873636
153,154,53,False,non-alternating,53,shortIndefinite,Bob articulated a man a rule.,Bob articulated a rule to a man.,-10.03677217238996,-10.322750598913291,0.2859784265233323
154,155,55,False,non-alternating,55,longIndefinite,Linda groaned a man wearing a hat a reply.,Linda groaned a reply to a man wearing a hat.,-9.886391940073514,-9.780788252751993,-0.10560368732152092
155,156,55,False,non-alternating,55,shortIndefinite,Alice groaned a man a reply.,Alice groaned a reply to a man.,-9.657671204961876,-10.72800341408674,1.0703322091248637
156,157,57,False,non-alternating,57,longIndefinite,Michael roared a woman who was from work an order.,Michael roared an order to a woman who was from work.,-10.23890347315509,-10.42951538310788,0.1906119099527892
157,158,57,False,non-alternating,57,shortIndefinite,Mary roared a woman an order.,Mary roared an order to a woman.,-10.42284018770056,-10.272543521170277,-0.1502966665302825
158,159,59,False,non-alternating,59,longIndefinite,Maria recounted a woman from work some information.,Maria recounted some information to a woman from work.,-9.636226344874386,-10.558703613395373,0.9224772685209874
159,160,59,False,non-alternating,59,shortIndefinite,Michael recounted a man some information.,Michael recounted some information to a man.,-10.49202768480774,-10.874076956948334,0.3820492721405948
160,161,61,False,non-alternating,61,longIndefinite,Mary denounced a man from work a law.,Mary denounced a law to a man from work.,-11.399104566768372,-8.899825734445905,-2.4992788323224673
161,162,61,False,non-alternating,61,shortIndefinite,Mary denounced a man a law.,Mary denounced a law to a man.,-11.163225799719823,-8.716389596140491,-2.4468362035793323
162,163,63,False,non-alternating,63,longIndefinite,Alice murmured a woman from work a comment.,Alice murmured a comment to a woman from work.,-10.05660535321067,-9.984692089279534,-0.07191326393113684
163,164,63,False,non-alternating,63,shortIndefinite,Mary murmured a woman a comment.,Mary murmured a comment to a woman.,-10.90672028449731,-10.90134975752833,-0.005370526968979661
164,165,65,False,non-alternating,65,longIndefinite,Michael moaned a man wearing a hat a plea.,Michael moaned a plea to a man wearing a hat.,-8.451138803424621,-9.011194140888378,0.5600553374637567
165,166,65,False,non-alternating,65,shortIndefinite,Michael moaned a man a plea.,Michael moaned a plea to a man.,-8.723283363564322,-9.309455876664872,0.58617251310055
166,167,67,True,non-alternating,67,longIndefinite,Alice dispatched a team from work some meals.,Alice dispatched some meals to a team from work.,-8.875782514757386,-8.663579640832772,-0.212202873924614
167,168,67,True,non-alternating,67,shortIndefinite,Linda dispatched a team some meals.,Linda dispatched some meals to a team.,-8.987481735195326,-9.325321614669306,0.33783987947398053
168,169,69,False,non-alternating,69,longIndefinite,Maria mumbled a man from work some news.,Maria mumbled some news to a man from work.,-8.221007036034308,-9.829872806104751,1.6088657700704427
169,170,69,False,non-alternating,69,shortIndefinite,John mumbled a man some news.,John mumbled some news to a man.,-8.261760682870134,-8.405056516615513,0.1432958337453787
170,171,71,True,non-alternating,71,longIndefinite,Mary furnished a team from work some forms.,Mary furnished some forms to a team from work.,-9.326076477050282,-8.895181683467053,-0.4308947935832297
